Ua1,Ub1,Uc1,Ua2,Ub2,Uc2,Ua3,Ub3,Uc3,Ia1,Ib1,Ic1,Ia2,Ib2,Ic2,Ia3,Ib3,Ic3,Ia4,Ib4,Ic4,Ia5,Ib5,Ic5,fault,line,position
71.493,49.422,39.267,71.112,48.495,37.794,71.288,44.062,35.239,0.011,0.353,0.348,0.011,4.936,4.931,0.072,0.26,0.304,0.072,0.26,0.304,0.022,0.825,0.833,2psc,Line2,25
71.423,50.36,40.333,71.057,49.703,39.074,71.226,44.38,35.632,0.011,0.417,0.412,0.011,4.462,4.458,0.069,0.189,0.235,0.069,0.189,0.235,0.021,0.903,0.911,2psc,Line2,30
71.367,51.073,41.218,71.013,50.67,40.185,71.177,44.51,35.91,0.01,0.477,0.472,0.01,4.062,4.057,0.066,0.128,0.176,0.066,0.128,0.176,0.02,0.98,0.987,2psc,Line2,35
71.324,51.604,41.931,70.98,51.439,41.124,71.139,44.482,36.074,0.01,0.535,0.531,0.01,3.718,3.714,0.064,0.073,0.128,0.064,0.073,0.128,0.02,1.056,1.063,2psc,Line2,40
71.291,51.983,42.485,70.954,52.044,41.899,71.11,44.315,36.129,0.01,0.593,0.588,0.01,3.42,3.416,0.063,0.031,0.094,0.063,0.031,0.094,0.019,1.134,1.141,2psc,Line2,45
71.267,52.229,42.894,70.936,52.509,42.521,71.09,44.025,36.084,0.009,0.65,0.646,0.009,3.158,3.154,0.062,0.044,0.083,0.062,0.044,0.083,0.019,1.214,1.22,2psc,Line2,50
71.252,52.356,43.167,70.924,52.85,43,71.077,43.62,35.952,0.009,0.709,0.705,0.009,2.925,2.921,0.061,0.087,0.099,0.061,0.087,0.099,0.019,1.297,1.304,2psc,Line2,55
71.244,52.374,43.314,70.919,53.079,43.347,71.07,43.105,35.745,0.009,0.77,0.766,0.009,2.716,2.712,0.061,0.132,0.131,0.061,0.132,0.131,0.019,1.385,1.392,2psc,Line2,60
71.244,52.286,43.341,70.919,53.203,43.567,71.07,42.484,35.482,0.009,0.835,0.83,0.009,2.526,2.522,0.061,0.178,0.17,0.061,0.178,0.17,0.019,1.479,1.486,2psc,Line2,65
71.251,52.094,43.25,70.924,53.226,43.665,71.076,41.759,35.185,0.009,0.903,0.899,0.009,2.351,2.347,0.061,0.225,0.213,0.061,0.225,0.213,0.019,1.581,1.588,2psc,Line2,70
71.265,51.793,43.045,70.935,53.147,43.643,71.088,40.931,34.883,0.01,0.977,0.973,0.01,2.189,2.185,0.062,0.274,0.258,0.062,0.274,0.258,0.019,1.692,1.699,2psc,Line2,75
71.286,51.377,42.726,70.952,52.962,43.502,71.107,40.004,34.619,0.01,1.058,1.053,0.01,2.037,2.033,0.063,0.324,0.307,0.063,0.324,0.307,0.019,1.814,1.822,2psc,Line2,80
71.315,50.836,42.293,70.976,52.665,43.239,71.133,38.985,34.454,0.01,1.146,1.142,0.01,1.893,1.888,0.064,0.378,0.359,0.064,0.378,0.359,0.02,1.95,1.958,2psc,Line2,85
71.352,50.152,41.745,71.005,52.241,42.85,71.166,37.89,34.476,0.01,1.245,1.24,0.01,1.754,1.749,0.066,0.437,0.416,0.066,0.437,0.416,0.02,2.103,2.111,2psc,Line2,90
71.399,49.304,41.085,71.043,51.674,42.333,71.207,36.751,34.809,0.011,1.357,1.352,0.011,1.618,1.613,0.069,0.501,0.478,0.069,0.501,0.478,0.021,2.276,2.284,2psc,Line2,95
71.457,48.26,40.322,71.089,50.936,41.682,71.258,35.629,35.629,0.011,1.484,1.479,0.011,1.484,1.479,0.072,0.572,0.547,0.072,0.572,0.547,0.022,2.475,2.483,2psc,Line2,100
72.225,37.926,35.228,71.7,35.85,35.85,71.938,36.951,35.202,0.017,0.139,0.148,0.017,0.139,0.148,0.112,8.983,8.934,0.112,0.904,0.96,0.035,0.279,0.296,2psc,Line3,0
72.183,38.407,35.119,71.666,36.684,35.165,71.901,37.61,34.899,0.017,0.105,0.113,0.017,0.105,0.113,0.11,8.362,8.313,0.11,0.679,0.735,0.034,0.209,0.227,2psc,Line3,5
72.148,38.795,35.085,71.638,37.498,34.78,71.87,38.201,34.77,0.017,0.073,0.081,0.017,0.073,0.081,0.108,7.807,7.758,0.108,0.471,0.528,0.033,0.145,0.163,2psc,Line3,10
72.12,39.098,35.096,71.616,38.271,34.608,71.845,38.721,34.756,0.016,0.043,0.052,0.016,0.043,0.052,0.106,7.306,7.258,0.106,0.277,0.338,0.033,0.086,0.104,2psc,Line3,15
72.099,39.323,35.128,71.599,38.991,34.584,71.826,39.17,34.814,0.016,0.015,0.026,0.016,0.015,0.026,0.105,6.853,6.804,0.105,0.095,0.167,0.032,0.029,0.051,2psc,Line3,20
72.083,39.478,35.169,71.586,39.651,34.659,71.812,39.55,34.914,0.016,0.012,0.013,0.016,0.012,0.013,0.104,6.439,6.39,0.104,0.079,0.086,0.032,0.024,0.026,2psc,Line3,25
72.072,39.568,35.208,71.578,40.25,34.796,71.803,39.863,35.036,0.016,0.038,0.032,0.016,0.038,0.032,0.104,6.059,6.01,0.104,0.244,0.209,0.032,0.075,0.065,2psc,Line3,30
72.067,39.598,35.24,71.574,40.788,34.968,71.798,40.112,35.162,0.016,0.062,0.056,0.016,0.062,0.056,0.104,5.708,5.659,0.104,0.404,0.362,0.032,0.125,0.112,2psc,Line3,35
72.067,39.572,35.263,71.574,41.264,35.155,71.798,40.299,35.284,0.016,0.086,0.079,0.016,0.086,0.079,0.104,5.383,5.334,0.104,0.56,0.514,0.032,0.173,0.159,2psc,Line3,40
72.071,39.494,35.275,71.577,41.681,35.344,71.802,40.427,35.395,0.016,0.11,0.103,0.016,0.11,0.103,0.104,5.08,5.03,0.104,0.712,0.665,0.032,0.22,0.205,2psc,Line3,45
72.08,39.367,35.277,71.584,42.041,35.522,71.81,40.498,35.489,0.016,0.133,0.126,0.016,0.133,0.126,0.104,4.795,4.744,0.104,0.864,0.815,0.032,0.266,0.252,2psc,Line3,50
72.093,39.195,35.272,71.595,42.344,35.682,71.821,40.513,35.564,0.016,0.157,0.149,0.016,0.157,0.149,0.105,4.527,4.475,0.105,1.015,0.965,0.032,0.313,0.298,2psc,Line3,55
72.111,38.98,35.263,71.61,42.591,35.82,71.837,40.474,35.619,0.016,0.18,0.172,0.016,0.18,0.172,0.106,4.273,4.22,0.106,1.166,1.115,0.033,0.36,0.344,2psc,Line3,60
72.134,38.725,35.257,71.628,42.785,35.93,71.857,40.381,35.654,0.017,0.203,0.195,0.017,0.203,0.195,0.107,4.031,3.977,0.107,1.319,1.267,0.033,0.407,0.391,2psc,Line3,65
72.161,38.434,35.26,71.649,42.924,36.009,71.881,40.235,35.672,0.017,0.228,0.219,0.017,0.228,0.219,0.109,3.799,3.744,0.109,1.475,1.421,0.034,0.455,0.438,2psc,Line3,70
72.193,38.109,35.283,71.675,43.01,36.057,71.91,40.037,35.674,0.017,0.252,0.244,0.017,0.252,0.244,0.111,3.576,3.52,0.111,1.635,1.579,0.034,0.504,0.487,2psc,Line3,75
72.23,37.757,35.337,71.705,43.042,36.071,71.943,39.787,35.666,0.017,0.278,0.269,0.017,0.278,0.269,0.113,3.359,3.302,0.113,1.799,1.742,0.035,0.555,0.538,2psc,Line3,80
72.272,37.382,35.436,71.739,43.019,36.052,71.98,39.484,35.652,0.018,0.304,0.295,0.018,0.304,0.295,0.115,3.149,3.09,0.115,1.97,1.912,0.035,0.608,0.59,2psc,Line3,85
72.321,36.993,35.6,71.777,42.941,36,72.023,39.129,35.642,0.018,0.331,0.322,0.018,0.331,0.322,0.118,2.942,2.882,0.118,2.149,2.089,0.036,0.663,0.644,2psc,Line3,90
72.375,36.6,35.851,71.82,42.804,35.915,72.071,38.722,35.646,0.019,0.36,0.351,0.019,0.36,0.351,0.121,2.738,2.676,0.121,2.337,2.275,0.037,0.721,0.702,2psc,Line3,95
72.435,36.218,36.218,71.869,42.606,35.802,72.125,38.264,35.677,0.019,0.391,0.381,0.019,0.391,0.381,0.124,2.536,2.471,0.124,2.536,2.471,0.038,0.782,0.762,2psc,Line3,100
72.225,37.926,35.228,71.7,35.85,35.85,71.938,36.951,35.202,0.017,0.139,0.148,0.017,0.139,0.148,0.112,0.904,0.96,0.112,8.983,8.934,0.035,0.279,0.296,2psc,Line4,0
72.183,38.407,35.119,71.666,36.684,35.165,71.901,37.61,34.899,0.017,0.105,0.113,0.017,0.105,0.113,0.11,0.679,0.735,0.11,8.362,8.313,0.034,0.209,0.227,2psc,Line4,5
72.148,38.795,35.085,71.638,37.498,34.78,71.87,38.201,34.77,0.017,0.073,0.081,0.017,0.073,0.081,0.108,0.471,0.528,0.108,7.807,7.758,0.033,0.145,0.163,2psc,Line4,10
72.12,39.098,35.096,71.616,38.271,34.608,71.845,38.721,34.756,0.016,0.043,0.052,0.016,0.043,0.052,0.106,0.277,0.338,0.106,7.306,7.258,0.033,0.086,0.104,2psc,Line4,15
72.099,39.323,35.128,71.599,38.991,34.584,71.826,39.17,34.814,0.016,0.015,0.026,0.016,0.015,0.026,0.105,0.095,0.167,0.105,6.853,6.804,0.032,0.029,0.051,2psc,Line4,20
72.083,39.478,35.169,71.586,39.651,34.659,71.812,39.55,34.914,0.016,0.012,0.013,0.016,0.012,0.013,0.104,0.079,0.086,0.104,6.439,6.39,0.032,0.024,0.026,2psc,Line4,25
72.072,39.568,35.208,71.578,40.25,34.796,71.803,39.863,35.036,0.016,0.038,0.032,0.016,0.038,0.032,0.104,0.244,0.209,0.104,6.059,6.01,0.032,0.075,0.065,2psc,Line4,30
72.067,39.598,35.24,71.574,40.788,34.968,71.798,40.112,35.162,0.016,0.062,0.056,0.016,0.062,0.056,0.104,0.404,0.362,0.104,5.708,5.659,0.032,0.125,0.112,2psc,Line4,35
72.067,39.572,35.263,71.574,41.264,35.155,71.798,40.299,35.284,0.016,0.086,0.079,0.016,0.086,0.079,0.104,0.56,0.514,0.104,5.383,5.334,0.032,0.173,0.159,2psc,Line4,40
72.071,39.494,35.275,71.577,41.681,35.344,71.802,40.427,35.395,0.016,0.11,0.103,0.016,0.11,0.103,0.104,0.712,0.665,0.104,5.08,5.03,0.032,0.22,0.205,2psc,Line4,45
72.08,39.367,35.277,71.584,42.041,35.522,71.81,40.498,35.489,0.016,0.133,0.126,0.016,0.133,0.126,0.104,0.864,0.815,0.104,4.795,4.744,0.032,0.266,0.252,2psc,Line4,50
72.093,39.195,35.272,71.595,42.344,35.682,71.821,40.513,35.564,0.016,0.157,0.149,0.016,0.157,0.149,0.105,1.015,0.965,0.105,4.527,4.475,0.032,0.313,0.298,2psc,Line4,55
72.111,38.98,35.263,71.61,42.591,35.82,71.837,40.474,35.619,0.016,0.18,0.172,0.016,0.18,0.172,0.106,1.166,1.115,0.106,4.273,4.22,0.033,0.36,0.344,2psc,Line4,60
72.134,38.725,35.257,71.628,42.785,35.93,71.857,40.381,35.654,0.017,0.203,0.195,0.017,0.203,0.195,0.107,1.319,1.267,0.107,4.031,3.977,0.033,0.407,0.391,2psc,Line4,65
72.161,38.434,35.26,71.649,42.924,36.009,71.881,40.235,35.672,0.017,0.228,0.219,0.017,0.228,0.219,0.109,1.475,1.421,0.109,3.799,3.744,0.034,0.455,0.438,2psc,Line4,70
72.193,38.109,35.283,71.675,43.01,36.057,71.91,40.037,35.674,0.017,0.252,0.244,0.017,0.252,0.244,0.111,1.635,1.579,0.111,3.576,3.52,0.034,0.504,0.487,2psc,Line4,75
72.23,37.757,35.337,71.705,43.042,36.071,71.943,39.787,35.666,0.017,0.278,0.269,0.017,0.278,0.269,0.113,1.799,1.742,0.113,3.359,3.302,0.035,0.555,0.538,2psc,Line4,80
72.272,37.382,35.436,71.739,43.019,36.052,71.98,39.484,35.652,0.018,0.304,0.295,0.018,0.304,0.295,0.115,1.97,1.912,0.115,3.149,3.09,0.035,0.608,0.59,2psc,Line4,85
72.321,36.993,35.6,71.777,42.941,36,72.023,39.129,35.642,0.018,0.331,0.322,0.018,0.331,0.322,0.118,2.149,2.089,0.118,2.942,2.882,0.036,0.663,0.644,2psc,Line4,90
72.375,36.6,35.851,71.82,42.804,35.915,72.071,38.722,35.646,0.019,0.36,0.351,0.019,0.36,0.351,0.121,2.337,2.275,0.121,2.738,2.676,0.037,0.721,0.702,2psc,Line4,95
72.435,36.218,36.218,71.869,42.606,35.802,72.125,38.264,35.677,0.019,0.391,0.381,0.019,0.391,0.381,0.124,2.536,2.471,0.124,2.536,2.471,0.038,0.782,0.762,2psc,Line4,100
72.435,36.218,36.218,71.869,42.606,35.802,72.125,38.264,35.677,0.019,0.391,0.381,0.019,0.391,0.381,0.124,2.536,2.471,0.124,2.536,2.471,0.038,7.371,7.388,2psc,Line5,0
72.306,37.124,35.53,71.765,43.783,36.48,72.01,38.477,35.795,0.018,0.458,0.448,0.018,0.458,0.448,0.117,2.324,2.264,0.117,2.324,2.264,0.036,6.814,6.83,2psc,Line5,5
72.192,38.103,35.293,71.674,44.818,37.194,71.909,38.614,35.921,0.017,0.519,0.511,0.017,0.519,0.511,0.111,2.139,2.082,0.111,2.139,2.082,0.034,6.329,6.345,2psc,Line5,10
72.092,39.089,35.356,71.595,45.728,37.895,71.821,38.685,36.038,0.016,0.577,0.568,0.016,0.577,0.568,0.105,1.976,1.922,0.105,1.976,1.922,0.032,5.903,5.918,2psc,Line5,15
72.004,40.046,35.609,71.525,46.527,38.56,71.743,38.699,36.135,0.016,0.631,0.623,0.016,0.631,0.623,0.1,1.831,1.78,0.1,1.831,1.78,0.031,5.526,5.54,2psc,Line5,20
71.927,40.955,35.978,71.463,47.228,39.175,71.674,38.663,36.206,0.015,0.683,0.676,0.015,0.683,0.676,0.096,1.701,1.652,0.096,1.701,1.652,0.03,5.19,5.203,2psc,Line5,25
71.858,41.807,36.41,71.408,47.844,39.732,71.613,38.582,36.251,0.014,0.734,0.727,0.014,0.734,0.727,0.093,1.583,1.537,0.093,1.583,1.537,0.029,4.888,4.9,2psc,Line5,30
71.797,42.599,36.869,71.36,48.383,40.229,71.56,38.463,36.269,0.014,0.783,0.776,0.014,0.783,0.776,0.09,1.475,1.431,0.09,1.475,1.431,0.028,4.615,4.627,2psc,Line5,35
71.743,43.33,37.332,71.317,48.855,40.667,71.512,38.309,36.262,0.013,0.832,0.825,0.013,0.832,0.825,0.087,1.377,1.335,0.087,1.377,1.335,0.027,4.366,4.378,2psc,Line5,40
71.695,44.002,37.782,71.279,49.266,41.045,71.469,38.127,36.231,0.013,0.88,0.874,0.013,0.88,0.874,0.084,1.287,1.246,0.084,1.287,1.246,0.026,4.139,4.15,2psc,Line5,45
71.653,44.617,38.209,71.246,49.621,41.367,71.432,37.919,36.179,0.013,0.929,0.922,0.013,0.929,0.922,0.082,1.203,1.164,0.082,1.203,1.164,0.025,3.931,3.942,2psc,Line5,50
71.615,45.179,38.605,71.216,49.927,41.632,71.399,37.69,36.109,0.012,0.978,0.971,0.012,0.978,0.971,0.08,1.124,1.087,0.08,1.124,1.087,0.025,3.738,3.749,2psc,Line5,55
71.583,45.69,38.966,71.19,50.187,41.844,71.37,37.444,36.026,0.012,1.027,1.021,0.012,1.027,1.021,0.078,1.051,1.015,0.078,1.051,1.015,0.024,3.56,3.57,2psc,Line5,60
71.554,46.154,39.288,71.167,50.405,42.002,71.345,37.186,35.934,0.012,1.077,1.072,0.012,1.077,1.072,0.077,0.981,0.947,0.077,0.981,0.947,0.024,3.394,3.404,2psc,Line5,65
71.53,46.572,39.569,71.148,50.583,42.11,71.323,36.922,35.839,0.012,1.129,1.123,0.012,1.129,1.123,0.076,0.916,0.882,0.076,0.916,0.882,0.023,3.239,3.249,2psc,Line5,70
71.509,46.948,39.807,71.131,50.724,42.166,71.305,36.657,35.746,0.012,1.182,1.177,0.012,1.182,1.177,0.075,0.853,0.821,0.075,0.853,0.821,0.023,3.094,3.103,2psc,Line5,75
71.492,47.283,40.002,71.118,50.831,42.172,71.29,36.399,35.663,0.011,1.238,1.232,0.011,1.238,1.232,0.074,0.793,0.762,0.074,0.793,0.762,0.023,2.957,2.966,2psc,Line5,80
71.478,47.581,40.152,71.107,50.904,42.127,71.277,36.156,35.599,0.011,1.295,1.289,0.011,1.295,1.289,0.073,0.736,0.706,0.073,0.736,0.706,0.023,2.827,2.836,2psc,Line5,85
71.468,47.842,40.256,71.098,50.945,42.031,71.268,35.938,35.563,0.011,1.355,1.349,0.011,1.355,1.349,0.072,0.68,0.652,0.072,0.68,0.652,0.022,2.704,2.713,2psc,Line5,90
71.461,48.068,40.313,71.092,50.956,41.883,71.262,35.757,35.568,0.011,1.418,1.412,0.011,1.418,1.412,0.072,0.625,0.599,0.072,0.625,0.599,0.022,2.587,2.595,2psc,Line5,95
71.457,48.26,40.322,71.089,50.936,41.682,71.258,35.629,35.629,0.011,1.484,1.479,0.011,1.484,1.479,0.072,0.572,0.547,0.072,0.572,0.547,0.022,2.475,2.483,2psc,Line5,100
20.146,77.295,77.86,0,86.224,89.978,11.43,80.436,82.871,6.596,0.09,0.093,0.189,0.09,0.093,1.432,0.779,0.812,1.432,0.779,0.812,0.385,0.187,0.194,spgf,Line1,0
27.273,76.347,76.355,10.708,83.708,86.061,17.489,79.696,81.127,5.434,0.081,0.084,0.083,0.081,0.084,1.163,0.66,0.689,1.163,0.66,0.689,0.462,0.168,0.175,spgf,Line1,5
32.183,75.657,75.357,18.15,81.929,83.448,21.491,79.198,79.992,4.612,0.075,0.078,0.004,0.075,0.078,0.972,0.578,0.603,0.972,0.578,0.603,0.525,0.156,0.163,spgf,Line1,10
35.719,75.138,74.655,23.574,80.613,81.605,24.201,78.868,79.226,3.999,0.071,0.074,0.06,0.071,0.075,0.828,0.517,0.541,0.828,0.517,0.541,0.581,0.148,0.154,spgf,Line1,15
38.345,74.74,74.14,27.662,79.607,80.25,26.037,78.661,78.701,3.526,0.068,0.071,0.113,0.069,0.072,0.716,0.471,0.493,0.716,0.471,0.493,0.632,0.142,0.149,spgf,Line1,20
40.33,74.43,73.752,30.815,78.82,79.224,27.241,78.549,78.345,3.148,0.067,0.07,0.16,0.067,0.07,0.626,0.436,0.457,0.626,0.436,0.457,0.682,0.139,0.146,spgf,Line1,25
41.842,74.185,73.454,33.284,78.194,78.429,27.96,78.514,78.115,2.839,0.066,0.069,0.202,0.066,0.07,0.551,0.408,0.428,0.551,0.408,0.428,0.731,0.137,0.144,spgf,Line1,30
42.992,73.993,73.22,35.231,77.689,77.803,28.287,78.545,77.985,2.581,0.066,0.069,0.242,0.066,0.069,0.488,0.386,0.405,0.488,0.386,0.405,0.781,0.137,0.143,spgf,Line1,35
43.85,73.843,73.037,36.769,77.28,77.306,28.279,78.637,77.937,2.363,0.066,0.069,0.28,0.067,0.07,0.433,0.369,0.387,0.433,0.369,0.387,0.832,0.138,0.144,spgf,Line1,40
44.467,73.728,72.894,37.972,76.949,76.909,27.973,78.784,77.962,2.175,0.067,0.07,0.319,0.067,0.071,0.384,0.355,0.373,0.384,0.355,0.373,0.887,0.139,0.146,spgf,Line1,45
44.874,73.643,72.784,38.893,76.681,76.594,27.384,78.987,78.055,2.012,0.068,0.072,0.357,0.069,0.072,0.341,0.345,0.362,0.341,0.345,0.362,0.945,0.142,0.148,spgf,Line1,50
45.094,73.585,72.702,39.568,76.469,76.348,26.519,79.248,78.214,1.867,0.07,0.073,0.397,0.07,0.074,0.301,0.337,0.354,0.301,0.337,0.354,1.008,0.145,0.152,spgf,Line1,55
45.137,73.552,72.644,40.021,76.305,76.161,25.37,79.57,78.442,1.738,0.072,0.076,0.439,0.073,0.076,0.265,0.331,0.349,0.265,0.331,0.349,1.076,0.15,0.157,spgf,Line1,60
45.007,73.544,72.609,40.263,76.185,76.027,23.917,79.96,78.742,1.622,0.075,0.079,0.484,0.075,0.079,0.23,0.328,0.346,0.23,0.328,0.346,1.152,0.155,0.162,spgf,Line1,65
44.703,73.559,72.596,40.301,76.107,75.944,22.129,80.426,79.123,1.515,0.078,0.082,0.532,0.079,0.082,0.197,0.328,0.346,0.197,0.328,0.346,1.236,0.162,0.169,spgf,Line1,70
44.211,73.599,72.606,40.13,76.071,75.909,19.961,80.981,79.599,1.417,0.082,0.086,0.585,0.083,0.086,0.164,0.329,0.347,0.164,0.329,0.347,1.332,0.17,0.177,spgf,Line1,75
43.514,73.667,72.639,39.735,76.076,75.924,17.347,81.643,80.187,1.326,0.087,0.091,0.645,0.087,0.091,0.132,0.333,0.352,0.132,0.333,0.352,1.44,0.179,0.187,spgf,Line1,80
42.581,73.764,72.698,39.093,76.127,75.994,14.197,82.435,80.913,1.239,0.093,0.097,0.713,0.093,0.097,0.099,0.34,0.359,0.099,0.34,0.359,1.565,0.191,0.199,spgf,Line1,85
41.367,73.897,72.788,38.164,76.228,76.126,10.387,83.389,81.813,1.156,0.099,0.104,0.791,0.1,0.104,0.067,0.349,0.37,0.067,0.349,0.37,1.711,0.204,0.213,spgf,Line1,90
39.807,74.072,72.916,36.89,76.388,76.332,5.739,84.552,82.94,1.074,0.108,0.113,0.883,0.108,0.113,0.04,0.363,0.384,0.04,0.363,0.384,1.885,0.221,0.231,spgf,Line1,95
37.804,74.3,73.093,35.182,76.619,76.631,0,85.988,84.373,0.993,0.118,0.123,0.993,0.118,0.123,0.044,0.381,0.404,0.044,0.381,0.404,2.095,0.241,0.252,spgf,Line1,100
20.146,77.295,77.86,0,86.224,89.978,11.43,80.436,82.871,0.189,0.09,0.093,6.596,0.09,0.093,1.432,0.779,0.812,1.432,0.779,0.812,0.385,0.187,0.194,spgf,Line2,0
27.273,76.347,76.355,10.708,83.708,86.061,17.489,79.696,81.127,0.083,0.081,0.084,5.434,0.081,0.084,1.163,0.66,0.689,1.163,0.66,0.689,0.462,0.168,0.175,spgf,Line2,5
32.183,75.657,75.357,18.15,81.929,83.448,21.491,79.198,79.992,0.004,0.075,0.078,4.612,0.075,0.078,0.972,0.578,0.603,0.972,0.578,0.603,0.525,0.156,0.163,spgf,Line2,10
35.719,75.138,74.655,23.574,80.613,81.605,24.201,78.868,79.226,0.06,0.071,0.075,3.999,0.071,0.074,0.828,0.517,0.541,0.828,0.517,0.541,0.581,0.148,0.154,spgf,Line2,15
38.345,74.74,74.14,27.662,79.607,80.25,26.037,78.661,78.701,0.113,0.069,0.072,3.526,0.068,0.071,0.716,0.471,0.493,0.716,0.471,0.493,0.632,0.142,0.149,spgf,Line2,20
40.33,74.43,73.752,30.815,78.82,79.224,27.241,78.549,78.345,0.16,0.067,0.07,3.148,0.067,0.07,0.626,0.436,0.457,0.626,0.436,0.457,0.682,0.139,0.146,spgf,Line2,25
41.842,74.185,73.454,33.284,78.194,78.429,27.96,78.514,78.115,0.202,0.066,0.07,2.839,0.066,0.069,0.551,0.408,0.428,0.551,0.408,0.428,0.731,0.137,0.144,spgf,Line2,30
42.992,73.993,73.22,35.231,77.689,77.803,28.287,78.545,77.985,0.242,0.066,0.069,2.581,0.066,0.069,0.488,0.386,0.405,0.488,0.386,0.405,0.781,0.137,0.143,spgf,Line2,35
43.85,73.843,73.037,36.769,77.28,77.306,28.279,78.637,77.937,0.28,0.067,0.07,2.363,0.066,0.069,0.433,0.369,0.387,0.433,0.369,0.387,0.832,0.138,0.144,spgf,Line2,40
44.467,73.728,72.894,37.972,76.949,76.909,27.973,78.784,77.962,0.319,0.067,0.071,2.175,0.067,0.07,0.384,0.355,0.373,0.384,0.355,0.373,0.887,0.139,0.146,spgf,Line2,45
44.874,73.643,72.784,38.893,76.681,76.594,27.384,78.987,78.055,0.357,0.069,0.072,2.012,0.068,0.072,0.341,0.345,0.362,0.341,0.345,0.362,0.945,0.142,0.148,spgf,Line2,50
45.094,73.585,72.702,39.568,76.469,76.348,26.519,79.248,78.214,0.397,0.07,0.074,1.867,0.07,0.073,0.301,0.337,0.354,0.301,0.337,0.354,1.008,0.145,0.152,spgf,Line2,55
45.137,73.552,72.644,40.021,76.305,76.161,25.37,79.57,78.442,0.439,0.073,0.076,1.738,0.072,0.076,0.265,0.331,0.349,0.265,0.331,0.349,1.076,0.15,0.157,spgf,Line2,60
45.007,73.544,72.609,40.263,76.185,76.027,23.917,79.96,78.742,0.484,0.075,0.079,1.622,0.075,0.079,0.23,0.328,0.346,0.23,0.328,0.346,1.152,0.155,0.162,spgf,Line2,65
44.703,73.559,72.596,40.301,76.107,75.944,22.129,80.426,79.123,0.532,0.079,0.082,1.515,0.078,0.082,0.197,0.328,0.346,0.197,0.328,0.346,1.236,0.162,0.169,spgf,Line2,70
44.211,73.599,72.606,40.13,76.071,75.909,19.961,80.981,79.599,0.585,0.083,0.086,1.417,0.082,0.086,0.164,0.329,0.347,0.164,0.329,0.347,1.332,0.17,0.177,spgf,Line2,75
43.514,73.667,72.639,39.735,76.076,75.924,17.347,81.643,80.187,0.645,0.087,0.091,1.326,0.087,0.091,0.132,0.333,0.352,0.132,0.333,0.352,1.44,0.179,0.187,spgf,Line2,80
42.581,73.764,72.698,39.093,76.127,75.994,14.197,82.435,80.913,0.713,0.093,0.097,1.239,0.093,0.097,0.099,0.34,0.359,0.099,0.34,0.359,1.565,0.191,0.199,spgf,Line2,85
41.367,73.897,72.788,38.164,76.228,76.126,10.387,83.389,81.813,0.791,0.1,0.104,1.156,0.099,0.104,0.067,0.349,0.37,0.067,0.349,0.37,1.711,0.204,0.213,spgf,Line2,90
39.807,74.072,72.916,36.89,76.388,76.332,5.739,84.552,82.94,0.883,0.108,0.113,1.074,0.108,0.113,0.04,0.363,0.384,0.04,0.363,0.384,1.885,0.221,0.231,spgf,Line2,95
37.804,74.3,73.093,35.182,76.619,76.631,0,85.988,84.373,0.993,0.118,0.123,0.993,0.118,0.123,0.044,0.381,0.404,0.044,0.381,0.404,2.095,0.241,0.252,spgf,Line2,100
20.146,77.295,77.86,0,86.224,89.978,11.43,80.436,82.871,0.189,0.09,0.093,0.189,0.09,0.093,5.352,0.779,0.812,1.432,0.779,0.812,0.385,0.187,0.194,spgf,Line3,0
20.62,77.118,77.505,2.257,85.483,88.887,12.707,80.085,82.228,0.166,0.089,0.092,0.166,0.089,0.092,5.063,0.76,0.793,1.269,0.76,0.793,0.338,0.184,0.192,spgf,Line3,5
20.945,76.962,77.19,4.258,84.809,87.906,13.789,79.77,81.654,0.144,0.088,0.092,0.144,0.088,0.092,4.796,0.743,0.777,1.113,0.743,0.777,0.294,0.183,0.19,spgf,Line3,10
21.13,76.825,76.91,6.03,84.194,87.021,14.693,79.486,81.139,0.123,0.087,0.092,0.123,0.087,0.092,4.55,0.729,0.764,0.965,0.729,0.764,0.252,0.181,0.19,spgf,Line3,15
21.181,76.705,76.662,7.596,83.631,86.219,15.43,79.23,80.676,0.102,0.087,0.091,0.102,0.087,0.091,4.32,0.717,0.753,0.823,0.717,0.753,0.211,0.181,0.189,spgf,Line3,20
21.103,76.602,76.441,8.973,83.114,85.491,16.013,79.001,80.258,0.083,0.087,0.092,0.083,0.087,0.092,4.104,0.707,0.744,0.685,0.707,0.744,0.172,0.181,0.189,spgf,Line3,25
20.897,76.515,76.246,10.176,82.637,84.828,16.448,78.796,79.882,0.063,0.087,0.092,0.063,0.087,0.092,3.902,0.699,0.736,0.55,0.699,0.736,0.133,0.181,0.19,spgf,Line3,30
20.563,76.443,76.073,11.216,82.198,84.222,16.74,78.612,79.542,0.044,0.088,0.093,0.044,0.088,0.093,3.711,0.693,0.731,0.417,0.693,0.731,0.095,0.182,0.191,spgf,Line3,35
20.1,76.386,75.921,12.101,81.791,83.667,16.893,78.45,79.236,0.026,0.088,0.094,0.026,0.088,0.094,3.529,0.689,0.728,0.286,0.689,0.728,0.057,0.183,0.193,spgf,Line3,40
19.503,76.343,75.789,12.839,81.415,83.159,16.907,78.308,78.959,0.008,0.089,0.095,0.008,0.089,0.095,3.356,0.687,0.727,0.154,0.687,0.727,0.021,0.184,0.195,spgf,Line3,45
